x_value,total_1,total_2
1667,2835,1618
1668,2829,1614
1669,2825,1616
1670,2832,1617
1671,2828,1621
1672,2831,1622
1673,2828,1624
1674,2832,1619
1675,2836,1615
1676,2838,1617
1677,2840,1621
1678,2844,1626
1679,2852,1625
1680,2855,1627
1681,2861,1623
1682,2869,1629
1683,2866,1627
1684,2874,1630
1685,2877,1632
1686,2876,1627
1687,2874,1633
1688,2878,1634
1689,2884,1638
1690,2889,1644
1691,2883,1639
1692,2888,1635
1693,2883,1632
1694,2879,1638
1695,2874,1638
1696,2869,1633
1697,2875,1629
1698,2876,1630
1699,2882,1629
1700,2881,1629
1701,2884,1626
1702,2892,1631
1703,2888,1627
1704,2890,1633
1705,2897,1637
1706,2893,1637
1707,2901,1636
1708,2898,1637
1709,2900,1638
1710,2905,1637
1711,2904,1643
1712,2904,1640
1713,2907,1638
1714,2902,1638
1715,2905,1636
1716,2905,1638
1717,2907,1644
1718,2905,1645
1719,2899,1640
1720,2901,1640
1721,2907,1637
1722,2909,1632
1723,2908,1635
1724,2913,1641
1725,2919,1638
1726,2920,1636
1727,2918,1640
1728,2922,1644
1729,2927,1644
1730,2926,1649
1731,2930,1654
1732,2931,1656
1733,2931,1662
1734,2926,1657
1735,2928,1660
1736,2925,1664
1737,2922,1666
1738,2928,1661
1739,2936,1663
1740,2936,1660
1741,2933,1663
1742,2933,1662
1743,2931,1658
1744,2927,1658
1745,2921,1653
1746,2919,1653
1747,2920,1651
1748,2927,1646
1749,2924,1648
1750,2926,1647
1751,2922,1649
1752,2919,1646
1753,2922,1648
1754,2930,1646
1755,2932,1642
1756,2930,1642
1757,2938,1642
1758,2934,1648
1759,2940,1652
1760,2942,1658
1761,2950,1664
1762,2955,1662
1763,2960,1660
1764,2964,1657
1765,2963,1660
1766,2965,1658
1767,2971,1654
1768,2971,1656
1769,2970,1659
1770,2978,1664
1771,2985,1661
1772,2980,1659
1773,2985,1655
1774,2984,1653
1775,2983,1654
1776,2978,1653
1777,2972,1649
1778,2969,1649
1779,2977,1652
1780,2983,1647
1781,2985,1648
1782,2986,1651
1783,2989,1649
1784,2994,1650
1785,2997,1649
1786,2998,1654
1787,2994,1656
1788,2998,1659
1789,3001,1657
1790,3000,1662
1791,2994,1668
1792,2996,1666
1793,2999,1672
1794,2997,1675
1795,2992,1673
1796,2989,1677
1797,2996,1683
1798,2997,1682
1799,2994,1677
1800,3002,1679
1801,3002,1682
1802,2999,1684
1803,2996,1685
1804,3004,1687
1805,3011,1691
1806,3014,1695
1807,3013,1696
1808,3013,1695
1809,3020,1697
1810,3018,1701
1811,3012,1699
1812,3012,1700
1813,3010,1696
1814,3015,1694
1815,3019,1692
1816,3023,1692
1817,3024,1690
1818,3029,1691
1819,3037,1692
1820,3044,1692
1821,3050,1688
1822,3055,1685
1823,3053,1690
1824,3047,1689
1825,3043,1690
1826,3043,1694
1827,3037,1690
1828,3037,1695
1829,3042,1692
1830,3039,1697
1831,3044,1699
1832,3039,1700
1833,3041,1698
1834,3038,1694
1835,3036,1698
1836,3032,1696
1837,3037,1702
1838,3044,1701
1839,3046,1703
1840,3040,1698
1841,3041,1701
1842,3040,1705
1843,3036,1706
1844,3037,1706
1845,3037,1705
1846,3037,1700
1847,3040,1697
1848,3035,1693
1849,3031,1694
1850,3032,1694
1851,3026,1689
1852,3029,1688
1853,3034,1684
1854,3034,1681
1855,3042,1686
1856,3041,1683
1857,3035,1680
1858,3030,1683
1859,3035,1681
1860,3038,1677
1861,3045,1683
1862,3039,1685
1863,3043,1684
1864,3046,1688
1865,3053,1694
1866,3055,1699
1867,3061,1698
1868,3061,1698
1869,3056,1704
1870,3051,1704
1871,3046,1705
1872,3045,1707
1873,3049,1705
1874,3045,1710
1875,3039,1705
1876,3041,1703
1877,3041,1701
1878,3035,1706
1879,3031,1702
1880,3028,1705
1881,3032,1707
1882,3026,1704
1883,3026,1702
1884,3023,1705
1885,3023,1702
1886,3021,1698
1887,3025,1699
1888,3019,1694
1889,3017,1691
1890,3024,1694
1891,3018,1694
1892,3013,1693
1893,3019,1691
1894,3020,1687
1895,3023,1692
1896,3024,1694
1897,3023,1697
1898,3030,1699
1899,3036,1702
1900,3039,1705
1901,3043,1707
1902,3045,1710
1903,3048,1709
1904,3046,1714
1905,3043,1714
1906,3039,1713
1907,3038,1710
1908,3046,1707
1909,3043,1712
1910,3048,1710
1911,3043,1706
1912,3040,1708
1913,3042,1710
1914,3050,1712
1915,3056,1714
1916,3058,1712
1917,3053,1715
1918,3049,1720
1919,3047,1720
1920,3044,1721
1921,3046,1720
1922,3054,1717
1923,3050,1721
1924,3051,1727
1925,3057,1729
1926,3064,1727
1927,3064,1727
1928,3067,1723
1929,3073,1720
1930,3070,1717
1931,3071,1718
1932,3079,1722
1933,3080,1724
1934,3078,1727
1935,3076,1724
1936,3074,1720
1937,3075,1719
1938,3070,1714
1939,3066,1713
1940,3062,1714
1941,3059,1712
1942,3060,1717
1943,3063,1719
1944,3066,1714
1945,3062,1715
1946,3068,1717
1947,3076,1712
1948,3074,1708
1949,3068,1714
1950,3071,1712
1951,3071,1717
1952,3069,1722
1953,3071,1725
1954,3072,1726
1955,3078,1732
1956,3084,1736
1957,3080,1735
1958,3077,1734
1959,3077,1729
1960,3084,1735
1961,3089,1738
1962,3085,1742
1963,3087,1740
1964,3083,1746
1965,3082,1749
1966,3083,1752
1967,3084,1757
1968,3086,1753
1969,3090,1749
1970,3086,1744
1971,3083,1740
1972,3088,1742
1973,3090,1743
1974,3094,1744
1975,3089,1745
1976,3087,1749
1977,3088,1750
1978,3093,1748
1979,3088,1748
1980,3086,1752
1981,3091,1757
1982,3088,1760
1983,3095,1765
1984,3098,1767
1985,3103,1770
1986,3099,1772
1987,3101,1767
1988,3100,1768
1989,3103,1771
1990,3110,1772
1991,3110,1770
1992,3116,1770
1993,3116,1765
1994,3114,1762
1995,3120,1763
1996,3128,1768
1997,3134,1774
1998,3130,1770
1999,3137,1771
2000,3133,1770
2001,3129,1765
2002,3133,1765
2003,3128,1767
2004,3128,1768
2005,3124,1768
2006,3121,1767
2007,3120,1765
2008,3121,1766
2009,3125,1768
2010,3125,1767
2011,3131,1768
2012,3127,1770
2013,3126,1766
2014,3122,1770
2015,3123,1768
2016,3121,1774
2017,3124,1772
2018,3127,1775
2019,3132,1777
2020,3140,1780
2021,3146,1778
2022,3142,1777
2023,3149,1774
2024,3148,1773
2025,3145,1772
2026,3152,1775
2027,3155,1771
2028,3150,1772
2029,3152,1768
2030,3148,1764
2031,3148,1760
2032,3144,1759
2033,3152,1765
2034,3153,1763
2035,3158,1767
2036,3153,1773
2037,3150,1779
2038,3149,1776
2039,3152,1773
2040,3156,1776
2041,3156,1771
2042,3158,1777
2043,3153,1776
2044,3156,1781
2045,3158,1779
2046,3159,1775
2047,3159,1781
2048,3165,1784
2049,3165,1782
2050,3172,1777
2051,3178,1779
2052,3179,1774
2053,3178,1778
2054,3175,1779
2055,3178,1775
2056,3178,1779
2057,3179,1775
2058,3177,1772
2059,3180,1773
2060,3174,1777
2061,3172,1776
2062,3176,1772
2063,3183,1771
2064,3177,1768
2065,3184,1771
2066,3191,1777
2067,3188,1777
2068,3184,1773
2069,3178,1777
2070,3172,1775
2071,3171,1781
2072,3171,1780
2073,3170,1776
2074,3166,1775
2075,3170,1781
2076,3177,1785
2077,3173,1784
2078,3174,1779
2079,3177,1782
2080,3175,1779
2081,3182,1781
2082,3183,1779
2083,3181,1778
2084,3187,1781
2085,3194,1776
2086,3191,1778
2087,3191,1783
2088,3199,1788
2089,3204,1784
2090,3212,1788
2091,3206,1784
2092,3211,1785
2093,3208,1787
2094,3210,1792
2095,3204,1797
2096,3204,1794
2097,3212,1789
2098,3217,1794
2099,3224,1800
2100,3229,1803
2101,3231,1798
2102,3231,1802
2103,3226,1805
2104,3223,1810
2105,3218,1811
2106,3225,1811
2107,3223,1813
2108,3231,1811
2109,3236,1816
2110,3236,1816
2111,3241,1811
2112,3243,1809
2113,3244,1811
2114,3245,1808
2115,3242,1813
2116,3250,1816
2117,3253,1811
2118,3249,1807
2119,3246,1813
2120,3248,1811
2121,3247,1814
2122,3241,1810
2123,3244,1808
2124,3240,1807
2125,3237,1802
2126,3236,1801
2127,3232,1800
2128,3237,1797
2129,3233,1803
2130,3235,1804
2131,3234,1802
2132,3232,1805
2133,3229,1806
2134,3230,1804
2135,3235,1805
2136,3238,1811
2137,3245,1812
2138,3239,1816
2139,3242,1818
2140,3236,1824
2141,3243,1824
2142,3243,1819
2143,3243,1815
2144,3249,1819
2145,3250,1820
2146,3256,1821
2147,3253,1826
2148,3256,1821
2149,3255,1816
2150,3259,1819
2151,3266,1824
2152,3273,1829
2153,3270,1831
2154,3272,1829
2155,3280,1833
2156,3282,1838
2157,3278,1834
2158,3279,1839
2159,3283,1840
2160,3288,1838
2161,3289,1843
2162,3290,1849
2163,3294,1847
2164,3291,1848
2165,3297,1849
2166,3293,1848
2167,3301,1846
2168,3306,1845
2169,3310,1840
2170,3313,1841
2171,3312,1843
2172,3312,1844
2173,3309,1847
2174,3304,1853
2175,3309,1859
2176,3315,1854
2177,3318,1860
2178,3318,1864
2179,3315,1861
2180,3319,1863
2181,3324,1858
2182,3319,1858
2183,3323,1864
2184,3319,1869
2185,3322,1873
2186,3319,1868
2187,3315,1865
2188,3313,1868
2189,3317,1873
2190,3323,1876
2191,3331,1878
2192,3337,1877
2193,3333,1872
2194,3328,1873
2195,3325,1876
2196,3326,1871
2197,3330,1874
2198,3338,1877
2199,3346,1883
2200,3350,1886
2201,3349,1890
2202,3354,1896
2203,3352,1902
2204,3347,1897
2205,3351,1903
2206,3346,1908
2207,3351,1911
2208,3349,1906
2209,3350,1906
2210,3347,1910
2211,3343,1912
2212,3339,1910
2213,3342,1910
2214,3344,1914
2215,3341,1914
2216,3336,1912
2217,3333,1915
2218,3333,1916
2219,3330,1918
2220,3333,1918
2221,3327,1919
2222,3326,1915
2223,3324,1915
2224,3330,1912
2225,3331,1912
2226,3333,1910
2227,3333,1915
2228,3331,1913
2229,3336,1908
2230,3334,1910
2231,3339,1909
2232,3345,1912
2233,3342,1917
2234,3349,1920
2235,3355,1917
2236,3350,1922
2237,3348,1925
2238,3346,1925
2239,3349,1924
2240,3348,1924
2241,3347,1928
2242,3355,1926
2243,3363,1925
2244,3367,1929
2245,3368,1925
2246,3373,1921
2247,3376,1925
2248,3371,1921
2249,3374,1921
2250,3373,1926
2251,3378,1930
2252,3377,1934
2253,3371,1934
2254,3376,1936
2255,3378,1937
2256,3374,1938
2257,3373,1938
2258,3377,1939
2259,3371,1944
2260,3375,1944
2261,3382,1950
2262,3389,1947
2263,3386,1946
2264,3389,1942
2265,3397,1940
2266,3398,1935
2267,3401,1938
2268,3409,1933
2269,3415,1931
2270,3412,1926
2271,3415,1922
2272,3411,1919
2273,3419,1920
2274,3422,1920
2275,3423,1922
2276,3419,1927
2277,3421,1928
2278,3429,1932
2279,3426,1936
2280,3432,1931
2281,3432,1935
2282,3440,1933
2283,3436,1936
2284,3431,1940
2285,3431,1944
2286,3430,1945
2287,3438,1949
2288,3435,1950
2289,3438,1946
2290,3432,1948
2291,3428,1954
2292,3423,1957
2293,3425,1963
2294,3431,1967
2295,3439,1965
2296,3442,1970
2297,3450,1972
2298,3452,1977
2299,3447,1981
2300,3441,1976
2301,3435,1980
2302,3429,1977
2303,3426,1979
2304,3429,1976
2305,3426,1971
2306,3433,1968
2307,3437,1965
2308,3431,1966
2309,3439,1971
2310,3441,1967
2311,3444,1966
2312,3438,1970
2313,3445,1975
2314,3444,1979
2315,3452,1981
2316,3449,1985
2317,3449,1986
2318,3457,1986
2319,3465,1990
2320,3463,1988
2321,3459,1994
2322,3461,1991
2323,3457,1989
2324,3463,1985
2325,3469,1990
2326,3469,1992
2327,3463,1991
2328,3463,1990
2329,3468,1990
2330,3473,1991
2331,3479,1988
2332,3480,1984
2333,3484,1989
2334,3484,1993
2335,3491,1998
2336,3490,1998
2337,3490,1996
2338,3497,1991
2339,3494,1990
2340,3493,1993
2341,3490,1991
2342,3493,1992
2343,3489,1992
2344,3496,1994
2345,3491,1997
2346,3489,2000
2347,3484,2002
2348,3485,2001
2349,3480,1999
2350,3479,1998
2351,3480,1993
2352,3476,1999
2353,3474,1995
2354,3476,1994
2355,3479,1994
2356,3473,1991
2357,3476,1989
2358,3479,1988
2359,3474,1989
2360,3482,1995
2361,3479,1996
2362,3481,1996
2363,3475,1991
2364,3478,1988
2365,3476,1986
2366,3478,1984
2367,3478,1985
2368,3483,1987
2369,3487,1990
2370,3484,1991
2371,3489,1987
2372,3492,1991
2373,3494,1996
2374,3498,1998
2375,3497,1994
2376,3495,1996
2377,3491,1997
2378,3494,2003
2379,3499,2005
2380,3506,2011
2381,3514,2006
2382,3510,2009
2383,3509,2012
2384,3517,2009
2385,3520,2007
2386,3514,2004
2387,3511,2006
2388,3507,2006
2389,3509,2006
2390,3511,2005
2391,3508,2005
2392,3502,2008
2393,3506,2010
2394,3507,2016
2395,3511,2014
2396,3512,2018
2397,3512,2024
2398,3514,2025
2399,3522,2030
2400,3521,2027
2401,3528,2030
2402,3536,2027
2403,3538,2031
2404,3538,2029
2405,3538,2024
2406,3537,2026
2407,3543,2024
2408,3538,2030
2409,3535,2027
2410,3533,2030
2411,3530,2025
2412,3528,2028
2413,3529,2027
2414,3537,2031
2415,3533,2036
2416,3534,2039
2417,3538,2034
2418,3532,2039
2419,3535,2040
2420,3533,2036
2421,3529,2032
2422,3534,2031
2423,3530,2029
2424,3531,2029
2425,3537,2024
2426,3539,2028
2427,3533,2027
2428,3536,2031
2429,3531,2036
2430,3536,2036
2431,3539,2031
2432,3537,2030
2433,3544,2027
2434,3538,2024
2435,3533,2025
2436,3537,2027
2437,3544,2030
2438,3550,2025
2439,3554,2023
2440,3550,2025
2441,3548,2030
2442,3549,2025
2443,3549,2027
2444,3550,2027
2445,3547,2023
2446,3547,2029
2447,3547,2028
2448,3546,2025
2449,3543,2023
2450,3545,2029
2451,3552,2034
2452,3549,2038
2453,3551,2041
2454,3552,2042
2455,3547,2046
2456,3554,2042
2457,3551,2047
2458,3554,2048
2459,3551,2043
2460,3559,2043
2461,3561,2043
2462,3565,2039
2463,3562,2045
2464,3568,2046
2465,3574,2047
2466,3570,2043
2467,3576,2043
2468,3579,2047
2469,3580,2045
2470,3582,2040
2471,3586,2035
2472,3590,2033
2473,3586,2035
2474,3583,2037
2475,3589,2035
2476,3584,2041
2477,3582,2038
2478,3590,2044
2479,3590,2043
2480,3590,2046
2481,3587,2043
2482,3585,2043
2483,3592,2042
2484,3599,2046
2485,3602,2052
2486,3607,2047
2487,3611,2047
2488,3611,2053
2489,3613,2051
2490,3612,2050
2491,3617,2046
2492,3613,2043
2493,3615,2045
2494,3612,2043
2495,3611,2046
2496,3611,2047
2497,3613,2046
2498,3620,2051
2499,3614,2053
2500,3619,2055
2501,3621,2053
2502,3618,2049
2503,3620,2050
2504,3627,2047
2505,3623,2042
2506,3630,2037
2507,3634,2041
2508,3642,2042
2509,3648,2041
2510,3645,2039
2511,3645,2036
2512,3651,2037
2513,3647,2043
2514,3650,2046
2515,3655,2048
2516,3660,2044
2517,3668,2041
2518,3667,2043
2519,3672,2048
2520,3668,2052
2521,3665,2056
2522,3670,2051
2523,3672,2051
2524,3666,2057
2525,3671,2062
2526,3669,2061
2527,3674,2063
2528,3674,2063
2529,3681,2067
2530,3687,2067
2531,3690,2071
2532,3694,2070
2533,3693,2069
2534,3700,2073
2535,3702,2078
2536,3709,2077
2537,3707,2079
2538,3701,2078
2539,3699,2073
2540,3701,2078
2541,3701,2080
2542,3709,2079
2543,3706,2079
2544,3701,2078
2545,3695,2074
2546,3700,2071
2547,3703,2068
2548,3704,2064
2549,3712,2070
2550,3713,2072
2551,3718,2069
2552,3725,2071
2553,3729,2066
2554,3727,2071
2555,3735,2069
2556,3729,2066
2557,3727,2069
2558,3723,2067
2559,3729,2069
2560,3723,2068
2561,3728,2072
2562,3722,2074
2563,3728,2078
2564,3733,2083
2565,3730,2082
2566,3737,2088
2567,3735,2094
2568,3737,2100
2569,3739,2101
2570,3738,2098
2571,3732,2098
2572,3740,2103
2573,3738,2107
2574,3742,2108
2575,3744,2111
2576,3749,2110
2577,3756,2105
2578,3756,2104
2579,3753,2110
2580,3757,2112
2581,3765,2113
2582,3759,2113
2583,3759,2113
2584,3760,2109
2585,3765,2105
2586,3773,2110
2587,3780,2111
2588,3780,2109
2589,3778,2105
2590,3781,2103
2591,3788,2102
2592,3783,2098
2593,3784,2102
2594,3790,2100
2595,3787,2098
2596,3786,2100
2597,3781,2100
2598,3785,2095
2599,3788,2093
2600,3783,2096
2601,3789,2102
2602,3791,2101
2603,3794,2102
2604,3797,2097
2605,3799,2101
2606,3798,2096
2607,3802,2100
2608,3806,2106
2609,3803,2104
2610,3801,2105
2611,3808,2102
2612,3808,2097
2613,3804,2101
2614,3812,2100
2615,3819,2104
2616,3823,2106
2617,3819,2109
2618,3822,2111
2619,3824,2107
2620,3828,2112
2621,3828,2108
2622,3822,2110
2623,3818,2113
2624,3813,2118
2625,3809,2113
2626,3807,2113
2627,3802,2110
2628,3799,2110
2629,3803,2105
2630,3809,2110
2631,3814,2105
2632,3817,2108
2633,3821,2104
2634,3820,2099
2635,3821,2096
2636,3828,2093
2637,3827,2098
2638,3834,2100
2639,3832,2097
2640,3827,2093
2641,3826,2098
2642,3829,2096
2643,3824,2098
2644,3820,2094
2645,3823,2098
2646,3820,2097
2647,3822,2099
2648,3821,2095
2649,3822,2094
2650,3817,2095
2651,3821,2095
2652,3820,2092
2653,3828,2097
2654,3831,2093
2655,3832,2091
2656,3839,2089
2657,3840,2092
2658,3837,2088
2659,3840,2085
2660,3839,2088
2661,3847,2089
2662,3850,2091
2663,3848,2088
2664,3849,2084
2665,3852,2080
2666,3854,2076
2667,3852,2079
2668,3850,2079
2669,3849,2082
2670,3853,2078
2671,3848,2080
2672,3842,2081
2673,3849,2082
2674,3856,2078
2675,3850,2083
2676,3857,2089
2677,3860,2091
2678,3857,2086
2679,3858,2085
2680,3856,2089
2681,3861,2088
2682,3861,2090
2683,3866,2091
2684,3867,2087
2685,3872,2082
2686,3866,2087
2687,3873,2085
2688,3879,2086
2689,3878,2083
2690,3875,2086
2691,3874,2082
2692,3868,2077
2693,3864,2080
2694,3860,2077
2695,3864,2073
2696,3871,2077
2697,3878,2080
2698,3875,2083
2699,3873,2084
2700,3868,2084
2701,3872,2086
2702,3872,2091
2703,3876,2092
2704,3874,2096
2705,3875,2092
2706,3872,2096
2707,3876,2100
2708,3881,2097
2709,3877,2098
2710,3880,2098
2711,3882,2104
2712,3882,2102
2713,3876,2106
2714,3876,2105
2715,3872,2108
2716,3878,2107
2717,3886,2112
2718,3892,2112
2719,3899,2115
2720,3900,2118
2721,3902,2121
2722,3910,2121
2723,3905,2122
2724,3911,2121
2725,3918,2126
2726,3922,2123
2727,3925,2125
2728,3928,2127
2729,3933,2132
2730,3939,2136
2731,3938,2140
2732,3942,2142
2733,3941,2148
2734,3948,2147
2735,3945,2145
2736,3946,2140
2737,3940,2146
2738,3935,2145
2739,3939,2140
2740,3938,2146
2741,3934,2147
2742,3942,2144
2743,3943,2139
2744,3951,2143
2745,3953,2140
2746,3955,2136
2747,3957,2137
2748,3965,2136
2749,3963,2131
2750,3971,2134
2751,3976,2135
2752,3971,2131
2753,3970,2136
2754,3978,2140
2755,3981,2142
2756,3988,2145
2757,3993,2144
2758,4000,2139
2759,3997,2140
2760,4002,2140
2761,4004,2146
2762,4000,2143
2763,4002,2149
2764,4004,2152
2765,4000,2153
2766,3999,2150
2767,3996,2150
2768,3992,2153
2769,3987,2149
2770,3985,2146
2771,3979,2150
2772,3981,2153
2773,3982,2148
2774,3977,2144
2775,3982,2142
2776,3983,2139
2777,3987,2136
2778,3985,2141
2779,3989,2142
2780,3986,2142
2781,3984,2142
2782,3978,2142
2783,3974,2142
2784,3973,2148
2785,3969,2149
2786,3966,2148
2787,3963,2150
2788,3966,2151
2789,3969,2155
2790,3963,2154
2791,3969,2157
2792,3974,2161
2793,3972,2166
2794,3967,2163
2795,3967,2161
2796,3965,2157
2797,3966,2160
2798,3963,2166
2799,3964,2168
2800,3965,2163
2801,3962,2167
2802,3964,2173
2803,3961,2175
2804,3962,2176
2805,3960,2177
2806,3964,2174
2807,3970,2171
2808,3971,2170
2809,3978,2168
2810,3974,2163
2811,3974,2168
2812,3975,2165
2813,3970,2171
2814,3978,2168
2815,3985,2170
2816,3981,2169
2817,3987,2167
2818,3987,2173
2819,3990,2179
2820,3996,2180
2821,3990,2179
2822,3988,2179
2823,3985,2185
2824,3987,2190
2825,3990,2189
2826,3995,2193
2827,3999,2188
2828,3996,2183
2829,3999,2178
2830,3993,2176
2831,3999,2174
2832,4002,2170
2833,4002,2173
2834,3998,2179
2835,3999,2177
2836,3994,2176
2837,3993,2179
2838,4001,2174
2839,3997,2178
2840,4000,2174
2841,4001,2172
2842,4006,2175
2843,4011,2176
2844,4016,2180
2845,4015,2179
2846,4019,2175
2847,4016,2170
2848,4015,2167
2849,4020,2170
2850,4026,2175
2851,4023,2180
2852,4029,2183
2853,4032,2178
2854,4040,2183
2855,4039,2186
2856,4040,2186
2857,4037,2184
2858,4035,2186
2859,4033,2192
2860,4028,2190
2861,4030,2189
2862,4029,2189
2863,4027,2185
2864,4028,2182
2865,4032,2179
2866,4038,2181
2867,4034,2179
2868,4042,2180
2869,4038,2175
2870,4033,2177
2871,4038,2181
2872,4042,2180
2873,4049,2175
2874,4056,2170
2875,4060,2171
2876,4056,2174
2877,4050,2176
2878,4057,2177
2879,4064,2175
2880,4060,2171
2881,4068,2171
2882,4074,2167
2883,4074,2170
2884,4080,2174
2885,4086,2176
2886,4082,2179
2887,4087,2180
2888,4089,2182
2889,4090,2185
2890,4085,2183
2891,4082,2185
2892,4089,2190
2893,4087,2189
2894,4084,2194
2895,4087,2199
2896,4093,2200
2897,4097,2203
2898,4099,2199
2899,4095,2200
2900,4090,2204
2901,4084,2210
2902,4080,2206
2903,4082,2203
2904,4087,2205
2905,4082,2203
2906,4084,2207
2907,4086,2209
2908,4086,2209
2909,4084,2207
2910,4080,2202
2911,4082,2203
2912,4080,2202
2913,4081,2201
2914,4089,2198
2915,4083,2195
2916,4080,2192
2917,4078,2195
2918,4075,2196
2919,4080,2191
2920,4086,2187
2921,4082,2188
2922,4090,2185
2923,4092,2185
2924,4092,2187
2925,4100,2191
2926,4097,2188
2927,4091,2186
2928,4092,2186
2929,4089,2186
2930,4089,2191
2931,4084,2187
2932,4081,2184
2933,4083,2187
2934,4080,2193
2935,4084,2195
2936,4082,2194
2937,4078,2195
2938,4076,2192
2939,4072,2193
2940,4072,2188
2941,4079,2191
2942,4078,2186
2943,4075,2182
2944,4081,2188
2945,4089,2186
2946,4091,2188
2947,4091,2190
2948,4090,2196
2949,4090,2192
2950,4086,2195
2951,4090,2198
2952,4090,2197
2953,4090,2199
2954,4090,2196
2955,4086,2199
2956,4086,2198
2957,4093,2200
2958,4098,2202
2959,4099,2197
2960,4097,2197
2961,4102,2203
2962,4101,2209
2963,4106,2210
2964,4114,2207
2965,4116,2208
2966,4119,2204
2967,4125,2199
2968,4126,2200
2969,4124,2196
2970,4121,2195
2971,4123,2200
2972,4119,2196
2973,4119,2192
2974,4122,2198
2975,4119,2195
2976,4126,2195
2977,4122,2191
2978,4128,2189
2979,4129,2189
2980,4135,2190
2981,4139,2186
2982,4136,2191
2983,4135,2193
2984,4134,2196
2985,4137,2195
2986,4142,2196
2987,4148,2200
2988,4151,2199
2989,4150,2200
2990,4150,2206
2991,4158,2201
2992,4164,2199
2993,4170,2198
2994,4165,2195
2995,4161,2190
2996,4160,2190
2997,4168,2188
2998,4174,2183
2999,4176,2178
3000,4177,2174
3001,4183,2179
3002,4178,2181
3003,4178,2185
3004,4186,2187
3005,4182,2184
3006,4188,2187
3007,4185,2188
3008,4181,2183
3009,4179,2187
3010,4180,2186
3011,4178,2191
3012,4178,2194
3013,4182,2190
3014,4189,2187
3015,4190,2183
3016,4188,2179
3017,4186,2174
3018,4191,2171
3019,4193,2171
3020,4200,2172
3021,4196,2174
3022,4203,2175
3023,4198,2172
3024,4202,2171
3025,4210,2170
3026,4214,2176
3027,4220,2177
3028,4219,2182
3029,4226,2188
3030,4227,2189
3031,4229,2186
3032,4225,2186
3033,4230,2181
3034,4233,2177
3035,4228,2182
3036,4222,2188
3037,4223,2192
3038,4229,2192
3039,4224,2187
3040,4226,2183
3041,4228,2178
3042,4228,2182
3043,4226,2179
3044,4223,2176
3045,4225,2175
3046,4228,2180
3047,4225,2181
3048,4225,2184
3049,4226,2180
3050,4232,2177
3051,4233,2180
3052,4235,2179
3053,4239,2174
3054,4238,2169
3055,4234,2166
3056,4241,2164
3057,4239,2164
3058,4236,2161
3059,4235,2167
3060,4236,2163
3061,4236,2169
3062,4240,2165
3063,4242,2167
3064,4236,2165
3065,4236,2162
3066,4244,2167
3067,4248,2165
